Sample	Population	Latitude	Longitude	Age (BP)	Inversion	Datatype	Genome-Wide Std Dev	H1 Avg CN	H2 Avg CN	H1D	H2D
I9133	Africa	-31.98	18.52	1970	H1H1	bam_samples	0.5528	2.0485	2.0569	0	0
gun005	Early Farmer	27.97	-15.6	994	H1H2	bam_samples	0.8141	1.9986	2.9849	-2	-2
DA119	Yamnaya	49.08	20.32	1600	H1H2	bam_samples	0.7132	2.1228	3.0047	0	1
Chan	Hunter-Gatherer (W)	42.73	-7.03	9131	H1H1	bam_samples	0.6516	2.001	1.9476	0	0
ERS1790729	Early Farmer	33.56	35.4	3750	H1H1	bam_samples	0.7956	4.1451	4.2307	2	0
R110	Early Farmer	41.89	12.48	1450	H1H1	bam_samples	0.7223	0.1679	0.0976	-2	-2
RISE684	Asia	53.71	90.36	4252.5	H1H1	bam_samples	0.7441	2.3577	2.356	0	0
DA45	Asia	42.53	105.18	2095	H1H1	bam_samples	0.6433	1.9464	2.0394	0	0
Nr74	Americas	-53.84	-71.17	100	H1H1	bam_samples	0.8793	1.6577	1.777	-2	-2
ERS3189352	Early Farmer	33.56	35.4	723.5	H1H1	bam_samples	0.6765	1.9146	2.0471	0	0
DA380	Early Farmer	37.6	59.33	5180.5	H1H1	bam_samples	0.7493	2.1321	2.3104	0	0
Bon004	Early Farmer	37.75	32.86	10076	H1H2	bam_samples	2.4639	2.5315	3.1144	-2	-2
DA223	Yamnaya	43.22	77.85	2338.5	H1H1	bam_samples	0.6542	3.9488	4.1052	2	0
DA385	Asia	41.5	75.79	1466.5	H1H1	bam_samples	0.6507	2.0568	2.1596	0	0
PL_N38	Early Farmer	52.61	18.9	5033	H1H1	bam_samples	0.6664	2.1165	2.1932	0	0
R4	Early Farmer	41.96	13.54	4865	H1H1	bam_samples	0.6499	0.0984	0.0499	-2	-2
R58	Early Farmer	41.69	13.09	850	H1H1	bam_samples	0.6817	0.2744	0.1563	-2	-2
prs006	Early Farmer	54.25	-8.56	5330	H1H1	bam_samples	1.0927	2.1948	1.9495	-2	-2
VK157	Yamnaya	52.7	18.9	850	H2H2	bam_samples	0.7325	1.985	4.052	0	2
lai001	Early Farmer	59.13	-3.05	5180	H1H2	bam_samples	0.9492	2.1192	3.5895	-2	-2
RISE680	Asia	53.71	90.36	4300	H1H1	bam_samples	0.667	1.9471	2.0268	0	0
R55	Early Farmer	41.69	13.09	595	H1H1	bam_samples	0.6764	0.1837	0.1204	-2	-2
DA360	Asia	53.18	106.96	4706	H1H1	bam_samples	0.8113	2.2175	2.2128	-2	-2
SRR1964490	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6547	2.1074	2.0925	0	0
STR486	Yamnaya	48.88	12.57	1455	H1H1	bam_samples	0.9377	4.0308	3.8001	-2	-2
18.1_raw_merged_f4_sort_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5878	2.0594	2.0266	0	0
BERG157-2	Early Farmer	43.22	2.41	6050	H2H2	bam_samples	0.867	2.1218	4.5587	-2	-2
MJ-15	Admixed	49.97	35.78	2252	H1H2	bam_samples	0.9569	2.5532	2.0208	-2	-2
VK42	Yamnaya	58.38	13.65	800	H1H2	bam_samples	0.6216	2.0278	2.9512	0	1
ERS3189335	Early Farmer	33.56	35.4	1421	H1H1	bam_samples	0.7283	1.9903	1.949	0	0
RISE672	Asia	53.16	90.21	4300	H1H1	bam_samples	0.6827	2.1509	2.131	0	0
PL_N44	Admixed	52.62	18.96	4450	H1H1	bam_samples	0.6663	2.0332	2.1608	0	0
DA160	Early Farmer	42.86	44.19	1300	H1H1	bam_samples	0.7426	3.2992	3.2616	1	0
scy303	Yamnaya	46.67	29.8	2241.5	H1H2	bam_samples	0.6309	2.1368	3.0078	0	1
PL_N47	Yamnaya	52.62	18.96	4405	H1H1	bam_samples	0.6531	2.2014	2.17	0	0
R1224	Yamnaya	41.9	12.47	465	H1H1	bam_samples	0.6942	0.1617	0.1633	-2	-2
B_3	Americas	29.2	-114.7	2700	H1H1	bam_samples	0.7874	1.9734	2.0738	0	0
ERR3262730	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9065	2.2542	3.5398	-2	-2
DA334	Asia	51.7	103.7	4121	H1H1	bam_samples	0.7383	2.2752	2.2123	0	0
DA234	Yamnaya	61.9	28.92	1745.5	H1H1	bam_samples	0.7184	3.1463	3.2636	1	0
SN-40	Americas	33.26	-119.54	3150	H1H1	bam_samples	0.8468	2.1804	2.2375	-2	-2
Kennewick	Americas	46.21	-119.14	8770	H1H1	bam_samples	0.7069	2.0158	2.1739	0	0
Tep004	Early Farmer	38.17	34.49	8295	H1H2	bam_samples	1.9961	3.8205	4.2769	-2	-2
R31	Yamnaya	41.91	12.47	1574.5	H1H1	bam_samples	0.6668	0.1709	0.119	-2	-2
MJ-08	Yamnaya	49.33	35.37	2596	H1H1	bam_samples	1.0123	3.7808	3.5982	-2	-2
ERR3262763	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8286	4.5234	4.1552	-2	-2
LS-13	Yamnaya	52.47	55.78	2308.5	H1H2	bam_samples	0.7411	2.0135	3.3334	0	1
VK566	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7703	2.6097	3.6087	-1	-1
NEO739	Yamnaya	56.36	10.59	3965	H1H2	bam_samples	0.7156	3.4687	4.6682	1	1
NEO813	Admixed	43.32	2.42	6545	H1H2	bam_samples	0.6428	2.0263	3.0361	0	1
DA171	Yamnaya	55.74	24.23	1600	H1H1	bam_samples	1.0212	5.7619	4.9881	-2	-2
SN_15	Americas	33.26	-119.54	1761.5	H1H1	bam_samples	0.8045	2.0089	2.3518	-2	-2
ERS3189338	Early Farmer	33.56	35.4	1637	H1H2	bam_samples	0.6999	1.9492	3.1189	0	1
AHUR_2064	Americas	37.41	-122.08	10970	H1H1	bam_samples	0.646	1.9425	2.0296	0	0
NEO865	Admixed	54.87	11.84	5179	H1H1	bam_samples	1.3738	1.91	2.5296	-2	-2
Ala1_C	Americas	37.59	-121.89	300	H1H1	bam_samples	0.7791	2.1212	2.0307	0	0
MJ-19	Yamnaya	48.8	30.51	1554	H1H1	bam_samples	0.8946	3.8166	3.729	-2	-2
SN-48	Americas	33.26	-119.54	3150	H1H1	bam_samples	0.808	1.9269	2.2546	-2	-2
NEO238	Asia	44.5	135.4	7563.5	H1H1	bam_samples	0.743	2.1977	2.2348	0	0
Canes_hg19_merged_duprem30_realigned	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7178	2.3176	2.2387	0	0
Sumidouro5	Americas	-19.54	-43.94	10405	H1H1	bam_samples	0.6729	1.979	2.0965	0	0
DKS-A-1	Yamnaya	64.91	-24.05	1025	H1H2	bam_samples	1.4706	2.6182	3.5133	-2	-2
MJ-46	Yamnaya	47.43	34.27	2223	H1H1	bam_samples	0.9116	2.1316	2.585	-2	-2
NO3423	Yamnaya	53.63	-1.18	1170	H1H2	bam_samples	0.6868	2.034	3.3086	0	1
ERS3189353	Early Farmer	33.56	35.4	780.5	H1H2	bam_samples	0.7399	2.0883	3.2071	0	1
R76	Early Farmer	41.92	12.49	1850	H1H1	bam_samples	0.7281	0.1474	0.1095	-2	-2
R133	Early Farmer	41.89	12.5	1550	H1H1	bam_samples	0.6787	0.2263	0.13	-2	-2
DA28	Asia	47	66.29	700	H1H1	bam_samples	0.6427	1.9625	2.1069	0	0
CK-13	Americas	42.22	-83.07	4845	H1H1	bam_samples	0.6757	2.0126	2.0644	0	0
RISE1250	Early Farmer	50.6	21.7	4725	H1H1	bam_samples	0.7547	2.1572	2.2438	0	0
Sumidouro7	Admixed	-19.54	-43.94	10271	H1H1	bam_samples	0.7566	2.3936	2.2878	0	0
kzb006	Yamnaya	53.94	55.75	3648.5	H1H1	bam_samples	0.6262	3.077	2.9878	1	0
M820	Asia	43.61	93.17	2216.5	H1H1	bam_samples	0.9323	2.5303	2.7437	-2	-2
10-3_finalBam_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5268	2.0644	2.0179	0	0
SC1	Hunter-Gatherer (W)	44.63	22.61	8814	H1H1	bam_samples	0.7186	2.1306	2.2894	0	0
RISE386	Yamnaya	52.45	55.16	4121.5	H1H1	bam_samples	1.0892	6.4103	6.6724	-2	-2
RISE150	Yamnaya	50.92	16.96	3739	H1H2	bam_samples	0.9441	2.4993	3.6971	-2	-2
DA56	Asia	41.43	75.33	2095.5	H1H1	bam_samples	0.663	4.2309	4.3676	2	0
BIS130	Yamnaya	48.1	7.44	3850	H1H2	bam_samples	1.4235	3.4854	5.5281	-2	-2
Tep003	Early Farmer	38.17	34.49	8505	H1H2	bam_samples	1.1321	2.4612	3.156	-2	-2
R34	Early Farmer	41.91	12.47	1450	H1H1	bam_samples	0.6962	0.0897	0.0547	-2	-2
DA65	Asia	41.5	75.79	1542.5	H1H1	bam_samples	0.8101	2.2254	2.314	-2	-2
R40	Early Farmer	41.75	12.26	1749.5	H1H1	bam_samples	0.7013	0.081	0.0494	-2	-2
Ma911	Admixed	5.02	101.77	4287.5	H1H1	bam_samples	0.9127	1.8581	2.3296	-2	-2
Sumidouro6	Americas	-19.54	-43.94	10154	H1H1	bam_samples	0.7029	1.9307	2.0604	0	0
R107	Early Farmer	41.89	12.48	1450	H1H1	bam_samples	0.6764	0.1881	0.1308	-2	-2
ZVEJ25_all_merge_RG_rmdup_l30_IR_q30	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.648	2.1508	2.1823	0	0
RISE718	Asia	54.37	91.51	4410.5	H1H2	bam_samples	0.7068	1.8914	2.9605	0	1
prs016	Early Farmer	54.25	-8.56	5560	H1H1	bam_samples	0.5426	2.0835	2.0558	0	0
prs017	Admixed	54.25	-8.56	5665	H1H2	bam_samples	0.9944	1.7738	3.5706	-2	-2
ERS3189350	Yamnaya	33.56	35.4	713	H1H2	bam_samples	0.7509	1.8174	3.042	0	1
NEO249	Americas	66	-170.1	1963.5	H1H1	bam_samples	0.6765	1.9137	2.0439	0	0
chy002	Yamnaya	51.07	55.07	1806	H1H1	bam_samples	0.6375	3.0751	3.3892	1	0
DA249	Asia	51.7	103.7	7839.5	H1H1	bam_samples	0.6326	1.9661	2.0251	0	0
Sidelkino	Hunter-Gatherer (E)	54.53	51.11	11258.5	H1H1	bam_samples	0.6641	1.8621	2.0088	0	0
R70	Early Farmer	41.83	12.47	1750	H1H1	bam_samples	0.6979	0.2109	0.1018	-2	-2
Yana2	Asia	70.72	135.42	31950	H1H1	bam_samples	0.6482	1.9617	2.1289	0	0
La898	Admixed	20.4	104.03	2500	H1H1	bam_samples	1.1981	2.2633	2.0689	-2	-2
VK176	Yamnaya	51.76	-1.26	1010	H1H1	bam_samples	0.6536	2.0978	2.0827	0	0
Bichon	Hunter-Gatherer (W)	47.1	6.87	13665	H1H1	bam_samples	0.6256	2.1108	2.0703	0	0
VK557	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5675	2.1581	2.1568	0	0
baa	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5526	2.1872	2.0897	0	0
ber2F	Yamnaya	58.42	15.6	4510	H1H1	bam_samples	0.7782	2.0888	2.0823	0	0
ble004	Admixed	58.16	11.49	9825	H1H1	bam_samples	1.1238	2.3372	2.0562	-2	-2
R1014	Early Farmer	41.37	13.29	4950	H1H1	bam_samples	0.7435	0.0389	0.0285	-2	-2
15579A	Yamnaya	52.1	0.28	1745	H2H2	bam_samples	0.626	2.1459	3.8405	0	2
DA87	Asia	52.64	76.71	1284	H1H1	bam_samples	0.8286	2.3841	2.1406	-2	-2
GB_hg19_duprem30_realigned	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6337	3.2152	3.3871	1	0
DA226	Yamnaya	43.07	68.25	1850	H1H1	bam_samples	0.7561	2.2289	2.1078	0	0
Jomon	UNKNOWN	34.65	137.14	2500	NA	bam_samples	0.6775	2.0536	2.1145	0	0
VK565	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5755	3.0421	3.1392	1	0
Lovelock4	Americas	39.96	-118.56	1880	H1H1	bam_samples	0.7443	2.1723	2.2248	0	0
DA228	Asia	42.83	68.33	1250	H1H1	bam_samples	0.6539	1.9482	2.0277	0	0
SRR6703606	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6482	1.9818	2.0662	0	0
gun008	Early Farmer	27.97	-15.6	1014.5	H1H2	bam_samples	0.8072	2.2996	2.8753	-2	-2
SRR8144644	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6415	2.1552	2.1503	0	0
Sumidouro8	Admixed	-19.54	-43.94	9848.5	H1H1	bam_samples	0.8876	2.3797	2.6508	-2	-2
R1016	Early Farmer	41.75	12.43	2750	NA	bam_samples	0.7724	0.0443	0.0287	-2	-2
SIV	Asia	56.18	40.5	33992	H1H1	bam_samples	0.6463	1.9299	2.1525	0	0
VK29	Yamnaya	58.38	13.65	800	H1H2	bam_samples	0.6798	1.8729	2.9272	0	1
BFM265	Yamnaya	49.39	3.39	2170	H1H2	bam_samples	1.0458	2.808	3.3349	-2	-2
gun011	Early Farmer	28.27	-16.61	1158.5	H1H2	bam_samples	0.5819	2.0907	3.024	0	1
La364	Asia	20.21	103.41	2975.5	H1H1	bam_samples	0.6753	1.9349	2.0695	0	0
bab	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5949	2.0852	2.1311	0	0
PS-07	Americas	34.9	-120.65	1453.5	H1H1	bam_samples	0.854	2.035	2.3224	-2	-2
ERR3262728	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7885	3.1873	3.4416	1	0
MARC1492	Americas	47.99	-66.71	387	H1H1	bam_samples	1.5625	3.427	2.6915	-2	-2
VK101	Yamnaya	65.61	-17.16	750	H1H1	bam_samples	0.6651	3.1462	3.1457	1	0
PL_N49	Yamnaya	52.62	18.96	4405	H1H1	bam_samples	0.6642	2.0214	2.1844	0	0
poz81	Yamnaya	52.29	17.55	4705	H1H1	bam_samples	0.5794	2.1937	1.9824	0	0
Mierzanowice-1_gr-3_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7659	2.2319	2.2439	0	0
SII	Asia	56.18	40.5	34234	H1H1	bam_samples	0.6398	2.0344	2.0492	0	0
R136	Early Farmer	41.89	12.5	1550	H1H1	bam_samples	0.6721	0.1219	0.114	-2	-2
Koszyce-3_11_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6845	2.1157	2.2937	0	0
STR300b	Early Farmer	48.88	12.57	1430	H1H1	bam_samples	0.8717	3.8165	3.4613	-2	-2
PEY53	Early Farmer	43.31	3.48	2125	H1H1	bam_samples	1.2047	2.896	2.7771	-2	-2
scy009	Yamnaya	46.32	29.47	2549.5	H1H2	bam_samples	0.5765	1.9692	2.8823	0	1
LU339	Early Farmer	41.71	-6.93	6797.5	H1H1	bam_samples	0.6408	2.1026	2.1766	0	0
tem003	Yamnaya	52.99	58.12	1724.5	H1H1	bam_samples	0.5935	2.0234	2.088	0	0
DA35	Early Farmer	40.52	44.93	3313.5	H1H2	bam_samples	0.6815	2.9487	4.2395	1	1
tem001	Yamnaya	52.99	58.12	1762	H1H1	bam_samples	1.149	2.4011	2.5619	-2	-2
6DT3	Yamnaya	53.96	-1.08	1750	H1H1	bam_samples	0.6607	1.933	2.1513	0	0
MA2198	Early Farmer	39.35	33.79	2900	H1H1	bam_samples	0.706	2.1053	2.1523	0	0
BOT14	Asia	53.17	67.67	5263.5	H1H1	bam_samples	0.6391	1.9775	2.0545	0	0
Phl534	Admixed	18.56	121.07	1805	NA	bam_samples	1.3607	1.6876	3.1072	-2	-2
NEO237	Admixed	44.5	135.4	7634	H1H1	bam_samples	0.9935	2.2262	2.847	-2	-2
RISE1160	Admixed	48.7	21.2	4714	H1H1	bam_samples	0.5457	2.0388	2.0217	0	0
DA51	Yamnaya	41.43	75.33	2305	H1H2	bam_samples	0.7085	2.0205	3.0107	0	1
R68	Early Farmer	41.83	12.47	1750	H1H1	bam_samples	0.6889	0.0717	0.0518	-2	-2
16.3_raw_merged_f4_sort_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6137	2.2638	3.0149	0	1
DA125	Yamnaya	42.59	68.05	1800	H1H2	bam_samples	0.8687	3.6364	4.9765	-2	-2
I10871	Africa	5.86	10.08	7885	H1H2	bam_samples	0.6185	2.2105	2.0999	0	0
